recordID,hu12_zoneid,lagoslakeid,mean_secchi,median_secchi,sd_secchi,covar_secchi,nobs_secchi,nhdid,nhd_lat,nhd_long,lake_area_ha,lake_perim_meters,lagosname1,meandepth,maxdepth,in_nwi,iws_zone_id,hu4_zoneid,hu8_zoneid,edu_zoneid,state_name,iws_area_ha,lakeconnectivity,glacial,pcturbancombined_hu12,pctagcombined_hu12,pctpasturehay_hu12,pctrowcrop_hu12
2979,HU12_14175,47618,3.35,3.35,NA,NA,1,90769743,47.689.944,-93.517.861,1.319.875.158,1.555.265.158,HOMESTAD,NA,155.448,yes,IWS_36327,HU4_26,HU8_329,EDU_3,Minnesota,4.638.741.943,Isolated,Glaciated,7.277,2.1663,2.0781,882
2980,HU12_14175,4189,5.64,5.64,NA,NA,1,120018844,47.765.526,-93.412.885,7.329.151.732,6.390.552.614,LARSON,NA,53.3,yes,IWS_37265,HU4_26,HU8_329,EDU_3,Minnesota,3.956.288.638,DR_Stream,Glaciated,7.277,2.1663,2.0781,882
2981,HU12_14175,105612,1.37,1.37,NA,NA,1,90769661,4.769.649,-93.486.562,133.070.681,1.490.237.418,FINLEY,NA,NA,yes,IWS_36351,HU4_26,HU8_329,EDU_3,Minnesota,3.865.297.227,Headwater,Glaciated,7.277,2.1663,2.0781,882
2982,HU12_14176,137378,1.37,1.37,NA,NA,1,90769349,47.737.755,-93.571.605,802.204.457,1.054.851.126,PINE,NA,NA,yes,IWS_36376,HU4_26,HU8_329,EDU_3,Minnesota,3.319.278.716,Isolated,Glaciated,2.7566,9.7973,9.2736,5.237
2983,HU12_14176,83997,378.875,3.8675,485.839.051,128.232.016,4,90769035,47.778.316,-93.634.763,5.794.721.932,4.518.169.676,CONNORS,NA,207.264,yes,IWS_37162,HU4_26,HU8_329,EDU_3,Minnesota,1.579.358.289,Headwater,Glaciated,2.7566,9.7973,9.2736,5.237
2984,HU12_14177,3137,5.64,5.64,NA,NA,1,90768905,47.789.352,-93.402.611,4.736.430.399,3.817.656.426,BASS,NA,13.7,yes,IWS_37015,HU4_26,HU8_329,EDU_3,Minnesota,5.663.262.502,Isolated,Glaciated,2.2745,2.3971,2.1221,275
2985,HU12_14177,34991,3.715.555.556,3.81,367.189.022,98.824.797,9,90768397,47.840.272,-93.295.201,8.223.549.781,6.269.595.854,FIVE ISLAND (BALL),NA,10.0584,yes,IWS_36004,HU4_26,HU8_329,EDU_3,Minnesota,1.889.569.541,Headwater,Glaciated,2.2745,2.3971,2.1221,275
2986,HU12_14177,30889,01.07,01.07,NA,NA,1,90768819,47.801.678,-9.342.342,7.539.880.248,9.877.110.884,CAROLINE (NYMPH),NA,NA,yes,IWS_37426,HU4_26,HU8_329,EDU_3,Minnesota,3.758.129.485,Isolated,Glaciated,2.2745,2.3971,2.1221,275
2987,HU12_14177,106618,3.2,3.2,NA,NA,1,90768227,4.786.035,-93.325.415,408.779.789,9.496.288.187,LITTLE ISLAND (TREBLE),NA,NA,yes,IWS_36848,HU4_26,HU8_329,EDU_3,Minnesota,3.098.567.584,Headwater,Glaciated,2.2745,2.3971,2.1221,275
2988,HU12_14177,42504,2.59,2.59,NA,NA,1,90768305,4.785.435,-93.352.568,6.258.684.639,9.379.173.914,OTTER,NA,NA,yes,IWS_36837,HU4_26,HU8_329,EDU_3,Minnesota,7.742.737.697,Headwater,Glaciated,2.2745,2.3971,2.1221,275
2989,HU12_14177,49704,3.96,3.96,NA,NA,1,120018829,47.851.423,-93.343.893,4.573.336.516,3.747.481.599,POPLAR,NA,15.24,yes,IWS_36202,HU4_26,HU8_329,EDU_3,Minnesota,5.269.023.713,DR_Stream,Glaciated,2.2745,2.3971,2.1221,275
2990,HU12_14177,127069,3.81,3.81,NA,NA,1,90768233,47.859.748,-93.334.828,2.515.141.234,5.992.502.795,SPRING,NA,NA,yes,NA,HU4_26,HU8_329,EDU_3,Minnesota,NA,Isolated,NA,2.2745,2.3971,2.1221,275
2991,HU12_14177,3503,3.133.333.333,3,620.832.774,198.138.119,3,90768237,47.858.864,-93.497.715,9.424.950.134,601.783.855,BUSTIES,NA,13.7,yes,IWS_35797,HU4_26,HU8_329,EDU_3,Minnesota,2.822.166.554,DR_Stream,Glaciated,2.2745,2.3971,2.1221,275
2992,HU12_14177,73431,2.44,2.44,NA,NA,1,90768239,47.858.936,-93.330.784,9.017.299.196,1.209.372.561,TRIBLE (LITTLE ISLAND),NA,7.9248,yes,IWS_36288,HU4_26,HU8_329,EDU_3,Minnesota,1.765.115.275,DR_Stream,Glaciated,2.2745,2.3971,2.1221,275
2993,HU12_14177,102492,1.37,1.37,NA,NA,1,90768189,4.786.323,-93.329.662,4.024.515.181,8.157.346.674,COPPERSMITH,NA,NA,yes,IWS_36201,HU4_26,HU8_329,EDU_3,Minnesota,8.558.701.514,Headwater,Glaciated,2.2745,2.3971,2.1221,275
2994,HU12_14177,149,1.98,1.98,NA,NA,1,106373192,47.871.103,-93.367.548,4.899.749.181,1.028.502.042,UNNAMED (L. HORSESHOE),NA,NA,yes,IWS_36566,HU4_26,HU8_329,EDU_3,Minnesota,2.010.091.846,Isolated,Glaciated,2.2745,2.3971,2.1221,275
2995,HU12_14177,96394,2.74,2.74,NA,NA,1,90768519,47.831.641,-93.294.108,4.271.197.611,1.120.218.771,LITTLE TANK,NA,NA,yes,IWS_36216,HU4_26,HU8_329,EDU_3,Minnesota,2.934.977.973,DR_LakeStream,Glaciated,2.2745,2.3971,2.1221,275
2996,HU12_14177,28757,1.83,1.83,NA,NA,1,90768101,47.873.413,-93.483.841,3.303.200.758,7.015.809.983,BARRETT,NA,NA,yes,NA,HU4_26,HU8_329,EDU_3,Minnesota,NA,Headwater,NA,2.2745,2.3971,2.1221,275
2997,HU12_14177,127087,2.9,2.9,NA,NA,1,90768225,47.862.624,-93.390.608,3.614.010.983,8.133.525.511,UNNAMED,NA,NA,yes,NA,HU4_26,HU8_329,EDU_3,Minnesota,NA,Isolated,NA,2.2745,2.3971,2.1221,275
2998,HU12_14177,137374,4.88,4.88,NA,NA,1,90768383,47.846.112,-9.335.324,4.532.774.071,1.297.057.213,UNNAMED (LORRAINE),NA,10.3632,yes,IWS_36695,HU4_26,HU8_329,EDU_3,Minnesota,517.762.537,DR_LakeStream,Glaciated,2.2745,2.3971,2.1221,275
2999,HU12_14177,52869,1.83,1.83,NA,NA,1,90768403,47.845.312,-93.403.945,6.964.933.136,1.072.623.517,UNNAMED,NA,NA,yes,IWS_35629,HU4_26,HU8_329,EDU_3,Minnesota,9.721.028.675,Headwater,Glaciated,2.2745,2.3971,2.1221,275
3000,HU12_14177,120102,2.516.666.667,2.4,458.693.798,182.262.436,9,90768567,47.828.474,-93.340.717,9.588.273.662,5.390.422.018,BATTLE,NA,4.572,yes,IWS_35472,HU4_26,HU8_329,EDU_3,Minnesota,7.069.509.011,DR_LakeStream,Glaciated,2.2745,2.3971,2.1221,275
3001,HU12_14177,72368,2.74,2.74,NA,NA,1,90768269,47.857.734,-93.376.836,4.113.897.758,9.058.564.102,UNNAMED,NA,NA,yes,IWS_35835,HU4_26,HU8_329,EDU_3,Minnesota,2.034.693.124,Isolated,Glaciated,2.2745,2.3971,2.1221,275
3002,HU12_14177,57999,3.2,3.2,NA,NA,1,90768393,47.846.721,-93.346.089,1.419.016.168,4.828.488.709,RYAN,NA,NA,yes,NA,HU4_26,HU8_329,EDU_3,Minnesota,NA,DR_Stream,NA,2.2745,2.3971,2.1221,275
3003,HU12_14177,346,2.44,2.44,NA,NA,1,90768891,4.779.391,-9.341.182,532.870.453,9.903.098.382,DUCK,NA,NA,yes,IWS_36044,HU4_26,HU8_329,EDU_3,Minnesota,3.235.500.424,Isolated,Glaciated,2.2745,2.3971,2.1221,275
3004,HU12_14177,137391,1.83,1.83,NA,NA,1,90768709,47.812.747,-93.396.509,8.454.729.071,1.448.453.193,BUCK,NA,NA,yes,IWS_35673,HU4_26,HU8_329,EDU_3,Minnesota,2.785.461.313,DR_LakeStream,Glaciated,2.2745,2.3971,2.1221,275
3005,HU12_14177,1871,5.33,5.33,NA,NA,1,90768809,47.801.519,-93.381.849,1.498.415.704,2.147.796.498,ERSKINE,NA,17.1,yes,IWS_36101,HU4_26,HU8_329,EDU_3,Minnesota,3.542.528.486,Isolated,Glaciated,2.2745,2.3971,2.1221,275
3006,HU12_14177,1568,2.9695,03.05,289.371.445,97.447.868,10,120018832,4.783.644,-93.380.452,7.407.690.717,1.477.547.332,DEER,NA,15.2,yes,IWS_36632,HU4_26,HU8_329,EDU_3,Minnesota,1.704.841.844,DR_LakeStream,Glaciated,2.2745,2.3971,2.1221,275
3007,HU12_14177,53922,1.83,1.83,NA,NA,1,90768277,47.855.169,-93.314.368,122.677.257,1.886.335.686,RUM,NA,NA,yes,IWS_36789,HU4_26,HU8_329,EDU_3,Minnesota,6.293.360.884,Isolated,Glaciated,2.2745,2.3971,2.1221,275
3008,HU12_14177,41416,03.05,03.05,NA,NA,1,90768043,47.877.829,-93.486.828,291.634.264,3.600.065.265,SHINE,NA,13.716,yes,IWS_36788,HU4_26,HU8_329,EDU_3,Minnesota,8.285.319.151,Isolated,Glaciated,2.2745,2.3971,2.1221,275
3009,HU12_14177,3301,3.012.777.778,03.05,326.870.685,108.494.787,9,90768579,47.825.562,-93.358.584,9.455.839.061,7.138.702.054,PICKEREL,NA,20.1,yes,IWS_35473,HU4_26,HU8_329,EDU_3,Minnesota,1.816.883.438,DR_LakeStream,Glaciated,2.2745,2.3971,2.1221,275
3010,HU12_14197,121126,3.2,3.2,NA,NA,1,105567690,47.965.128,-94.100.399,3.368.329.521,3.652.625.434,CLEAR,NA,9.144,yes,IWS_34495,HU4_54,HU8_327,EDU_16,Minnesota,6.998.507.589,DR_LakeStream,Glaciated,6.485,2.2015,1.6962,3.053
3011,HU12_14204,39213,994.166.667,9.125,298.452.956,300.204.146,6,105567402,48.132.213,-94.771.797,4.828.832.489,9.982.805.156,RED (UPPER RED),NA,NA,yes,IWS_33471,HU4_54,HU8_327,EDU_16,Minnesota,1.126.339.863,DR_Stream,Glaciated,435,572,4.337,1.383
3012,HU12_14205,2283,1.52,1.52,NA,NA,1,120017948,47.877.847,-94.266.729,1.187.907.302,6.373.515.602,BARTLETT,NA,4.9,yes,IWS_33736,HU4_54,HU8_327,EDU_16,Minnesota,580.689.061,Headwater,Glaciated,3.1647,10.7467,10.5629,1.838
3013,HU12_14208,2322,2.0825,1.815,1.043.400.557,50.103.268,10,120017980,4.773.231,-94.617.564,1.066.297.068,1.934.282.447,BLACKDUCK,NA,8.5,yes,IWS_33935,HU4_54,HU8_327,EDU_16,Minnesota,3.813.991.171,DR_LakeStream,Glaciated,5.5757,169.571,164.296,5.275
3014,HU12_14209,114798,2.895,2.895,NA,NA,1,105569736,47.706.683,-94.807.608,5.020.080.099,3.609.246.721,JACKSON,NA,11.2776,yes,IWS_35053,HU4_54,HU8_327,EDU_16,Minnesota,3.916.179.898,DR_LakeStream,Glaciated,1.9393,202.183,181.574,2.0609
3015,HU12_14209,30831,4.202.857.143,4.115,473.091.404,112.564.236,7,120017977,4.773.745,-94.807.283,1.601.171.603,1.045.525.917,WHITE FISH,NA,29.9,yes,IWS_33508,HU4_54,HU8_327,EDU_16,Minnesota,1.030.346.876,DR_LakeStream,Glaciated,1.9393,202.183,181.574,2.0609
3016,HU12_14210,2679,283.375,2.925,388.659.555,137.153.791,4,120017978,47.727.122,-94.737.088,1.866.678.522,6.857.204.037,MEDICINE,NA,13.4,yes,IWS_34397,HU4_54,HU8_327,EDU_16,Minnesota,526.338.774,DR_LakeStream,Glaciated,2.3354,328.402,294.205,3.4197
3017,HU12_14218,136426,5.511,5.41,1.213.623.592,220.218.398,10,105569386,47.752.828,-94.828.291,3.521.357.632,273.169.912,DARK,NA,39.6,yes,IWS_34318,HU4_54,HU8_327,EDU_16,Minnesota,117.450.252,DR_Stream,Glaciated,2.4961,190.919,17.279,1.8129
3018,HU12_14251,103513,2.44,2.44,NA,NA,1,120019395,47.780.864,-9.326.853,1.371.544.441,2.013.998.433,LITTLE DREW (LITTLE DEW),NA,NA,yes,IWS_35912,HU4_26,HU8_132,EDU_3,Minnesota,2.429.088.513,Headwater,Glaciated,1.1744,3.375,558,2.817
3019,HU12_14251,1597,3.35,3.35,NA,NA,1,106373442,47.790.919,-93.244.681,1.312.995.917,6.487.081.605,THISTLEDEW,NA,13.7,yes,IWS_35529,HU4_26,HU8_132,EDU_3,Minnesota,8.409.742.626,DR_LakeStream,Glaciated,1.1744,3.375,558,2.817
3020,HU12_14251,123262,1.4,1.4,NA,NA,1,106373700,47.749.213,-93.357.165,2.134.625.805,261.303.555,RAT,NA,NA,yes,IWS_35972,HU4_26,HU8_132,EDU_3,Minnesota,5.028.456.284,Headwater,Glaciated,1.1744,3.375,558,2.817
3021,HU12_14251,119024,2.74,2.74,NA,NA,1,106373742,47.737.368,-93.344.952,3.486.969.717,3.327.956.823,WILSON,NA,18.288,yes,IWS_36473,HU4_26,HU8_132,EDU_3,Minnesota,1.728.520.849,DR_LakeStream,Glaciated,1.1744,3.375,558,2.817
3022,HU12_14251,42509,1.37,1.37,NA,NA,1,106373724,47.743.877,-93.318.803,6.606.316.344,9.779.715.935,EVE,NA,NA,yes,IWS_37083,HU4_26,HU8_132,EDU_3,Minnesota,5.006.445.139,Isolated,Glaciated,1.1744,3.375,558,2.817
3023,HU12_14251,19463,0.76,0.76,NA,NA,1,106373584,47.770.849,-93.308.777,8.815.232.823,1.106.394.869,UNNAMED (SEVENTEEN),NA,NA,yes,IWS_37010,HU4_26,HU8_132,EDU_3,Minnesota,2.426.619.842,Isolated,Glaciated,1.1744,3.375,558,2.817
3024,HU12_14251,55916,2.59,2.59,NA,NA,1,106373706,47.746.297,-93.337.592,1.224.154.697,1.565.672.804,KLINGENDIEL,NA,NA,yes,IWS_36009,HU4_26,HU8_132,EDU_3,Minnesota,5.886.747.364,DR_LakeStream,Glaciated,1.1744,3.375,558,2.817
3025,HU12_14252,4153,3.428,3.47,421.974.196,123.096.323,10,106373896,47.707.866,-93.067.229,4.557.179.678,6.315.830.892,BEATRICE,NA,9.1,yes,IWS_35973,HU4_26,HU8_132,EDU_3,Minnesota,166.592.945,Isolated,Glaciated,2.1866,7.945,7.645,0.03
3026,HU12_14254,100450,1.22,1.22,NA,NA,1,106373980,47.701.873,-93.191.271,6.012.448.975,1.152.291.764,WAMP,NA,3.048,yes,IWS_36097,HU4_26,HU8_132,EDU_3,Minnesota,4.544.038.856,DR_Stream,Glaciated,2.3261,5.402,2.734,2.668
3027,HU12_14254,107661,1.37,1.37,NA,NA,1,106373780,47.732.189,-93.152.795,344.694.687,8.608.895.548,UNNAMED,NA,NA,yes,NA,HU4_26,HU8_132,EDU_3,Minnesota,NA,Isolated,NA,2.3261,5.402,2.734,2.668
3028,HU12_14255,42486,0.46,0.46,NA,NA,1,106373966,47.703.557,-93.097.772,5.455.320.549,8.548.565.716,JOHNSON,NA,6.096,yes,IWS_35586,HU4_26,HU8_132,EDU_3,Minnesota,2.965.545.286,Isolated,Glaciated,2.3794,48,258,222
3029,HU12_14255,75556,1.83,1.83,NA,NA,1,106374372,47.643.281,-93.065.178,4.089.751.209,9.022.522.118,OLSON,NA,NA,yes,IWS_37134,HU4_26,HU8_132,EDU_3,Minnesota,1.871.177.142,Headwater,Glaciated,2.3794,48,258,222
3030,HU12_14255,3039,4.215.714.286,4.27,22.663.165,53.758.778,7,106374264,47.679.282,-93.050.957,6.913.876.387,2.328.834.181,STURGEON (MAIN BASIN),NA,24.384,yes,IWS_36561,HU4_26,HU8_132,EDU_3,Minnesota,9.170.003.582,DR_LakeStream,Glaciated,2.3794,48,258,222
3031,HU12_14255,24673,1.5425,1.485,220.208.235,142.760.606,4,106374256,47.663.992,-93.072.147,455.846.803,3.414.617.284,WEST STURGEON,NA,24.384,yes,IWS_37448,HU4_26,HU8_132,EDU_3,Minnesota,1.889.971.782,DR_Stream,Glaciated,2.3794,48,258,222
3032,HU12_14255,2131,1.252,1.295,364.174.866,290.874.494,10,106374394,47.636.672,-93.063.572,8.071.366.059,5.785.264.798,SOUTH STURGEON,NA,13.1,yes,IWS_36098,HU4_26,HU8_132,EDU_3,Minnesota,5.875.706.735,DR_Stream,Glaciated,2.3794,48,258,222
3033,HU12_14255,82908,152.625,1.55,387.843.933,254.115.599,4,106374276,47.658.847,-93.045.116,1.221.290.905,1.118.470.643,LITTLE STURGEON,NA,NA,yes,IWS_36722,HU4_26,HU8_132,EDU_3,Minnesota,9.021.025.614,DR_LakeStream,Glaciated,2.3794,48,258,222
3034,HU12_14255,84990,0.61,0.61,NA,NA,1,106373990,47.699.793,-93.092.238,1.371.326.848,1.582.895.399,SECTION ELEVEN,NA,NA,yes,IWS_36010,HU4_26,HU8_132,EDU_3,Minnesota,1.904.750.631,Isolated,Glaciated,2.3794,48,258,222
3035,HU12_14255,1287,3.3,3.35,84.515.425,25.610.735,8,106374138,47.673.313,-93.020.037,1.492.206.159,618.308.534,SIDE,NA,4.9,yes,IWS_37361,HU4_26,HU8_132,EDU_3,Minnesota,1.167.676.337,Isolated,Glaciated,2.3794,48,258,222
3036,HU12_14258,102496,2.6,2.6,NA,NA,1,120019414,47.634.629,-92.780.943,8.980.271.664,6.244.879.648,DARK,NA,9.4488,yes,IWS_36366,HU4_26,HU8_132,EDU_3,Minnesota,3.470.179.683,DR_LakeStream,Glaciated,1.7845,2.173,1.513,66
3037,HU12_14258,53908,4.1975,4.27,245.099.186,58.391.706,10,120019407,47.684.238,-9.270.258,3.087.197.106,2.112.298.536,THIRTEEN,NA,5.1816,yes,IWS_36070,HU4_26,HU8_132,EDU_3,Minnesota,4.974.946.803,Isolated,Glaciated,1.7845,2.173,1.513,66
3038,HU12_14260,105605,3.298,3.35,270.946.899,82.154.912,10,120019409,47.672.965,-92.991.833,1.376.597.136,5.178.817.155,PERCH,NA,6.4,yes,IWS_35587,HU4_26,HU8_132,EDU_3,Minnesota,16.636.743,Isolated,Glaciated,2.4745,2.2462,2.1613,849
3039,HU12_14266,94356,1.83,1.83,NA,NA,1,106373154,47.881.114,-93.280.974,9.994.576.684,1.384.111.432,LOST (ISLAND),NA,NA,yes,IWS_36428,HU4_26,HU8_132,EDU_3,Minnesota,3.260.501.934,Isolated,Glaciated,8.345,2.069,0,2.069
3040,HU12_14266,85004,0.76,0.76,NA,NA,1,106373136,47.887.654,-93.345.498,112.681.998,4.461.186.308,UNNAMED,NA,NA,yes,NA,HU4_26,HU8_132,EDU_3,Minnesota,NA,DR_LakeStream,NA,8.345,2.069,0,2.069
3041,HU12_14266,73425,2.13,2.13,NA,NA,1,106373174,47.876.742,-93.283.879,4.212.311.255,9.896.921.041,UNNAMED,NA,NA,yes,IWS_35942,HU4_26,HU8_132,EDU_3,Minnesota,3.317.157.108,Isolated,Glaciated,8.345,2.069,0,2.069
3042,HU12_14266,95371,3.66,3.66,NA,NA,1,120019392,47.876.453,-93.269.917,1.048.483.219,1.893.107.095,HERRIGAN (LOST),NA,8.8392,yes,IWS_36772,HU4_26,HU8_132,EDU_3,Minnesota,1.138.457.944,Headwater,Glaciated,8.345,2.069,0,2.069
3043,HU12_14267,164,2.9,2.9,NA,NA,1,106373218,47.864.295,-93.310.462,7.310.850.358,1.142.781.842,CRUM,NA,NA,yes,IWS_35613,HU4_26,HU8_132,EDU_3,Minnesota,7.405.642.174,Isolated,Glaciated,1.9599,2.265,343,1.922
3044,HU12_14277,21463,03.05,03.05,NA,NA,1,f0c93a96-48d6-47c9-978f-0f45d81b5577,48.018.624,-9.076.779,5.044.665.939,8.262.559.574,KARL,NA,22.9,yes,IWS_37524,HU4_26,HU8_130,EDU_55,Minnesota,2.242.777.817,DR_LakeStream,Glaciated,7.362,0,0,0
3045,HU12_14277,21434,4.18,4.18,735.391.052,175.930.874,2,80998899,47.946.131,-90.798.662,1.243.007.358,23.244.987,SITKA,NA,15.24,yes,IWS_35825,HU4_26,HU8_130,EDU_55,Minnesota,5.324.198.284,DR_Stream,Glaciated,7.362,0,0,0
3046,HU12_14277,86052,4.11,4.11,NA,NA,1,80998021,479.754,-90.763.093,3.490.072.773,3.480.152.562,TOWN,NA,219.456,yes,IWS_36858,HU4_26,HU8_130,EDU_55,Minnesota,2.817.041.654,DR_LakeStream,Glaciated,7.362,0,0,0
3047,HU12_14277,79788,4.069,3.81,868.478.555,213.437.836,5,80998655,47.963.308,-90.798.612,3.448.433.069,3.007.598.439,CHEROKEE,NA,43.3,yes,IWS_36501,HU4_26,HU8_130,EDU_55,Minnesota,1.399.312.502,DR_LakeStream,Glaciated,7.362,0,0,0
3048,HU12_14277,94348,2.3,2.3,NA,NA,1,80997061,48.006.591,-90.682.425,472.548.837,9.204.703.656,KISKADINNA,NA,NA,yes,IWS_35649,HU4_26,HU8_130,EDU_55,Minnesota,4.196.197.263,DR_Stream,Glaciated,7.362,0,0,0
3049,HU12_14277,19343,4.505,4.505,558.614.357,123.998.747,2,80997883,47.988.346,-90.791.488,5.809.104.639,1.051.911.055,GORDON,NA,28.3,yes,IWS_37433,HU4_26,HU8_130,EDU_55,Minnesota,4.808.402.139,DR_LakeStream,Glaciated,7.362,0,0,0
3050,HU12_14277,2719,3.788.333.333,3.165,1.315.829.903,347.337.414,3,120019147,48.011.193,-90.759.814,3.624.914.597,352.651.738,LONG ISLAND,NA,21,yes,IWS_36103,HU4_26,HU8_130,EDU_55,Minnesota,2.074.931.432,DR_LakeStream,Glaciated,7.362,0,0,0
3051,HU12_14277,101491,2.3,2.3,NA,NA,1,80996983,48.008.181,-90.717.803,1.351.959.437,2.807.672.783,MUSKEG,NA,NA,yes,IWS_37283,HU4_26,HU8_130,EDU_55,Minnesota,3.374.959.324,DR_Stream,Glaciated,7.362,0,0,0
3052,HU12_14277,112838,1.98,1.98,NA,NA,1,df09fb62-d489-4a8e-b6b0-d88a8ad60bf7,48.024.379,-90.648.571,3.513.226.355,7.296.887.473,FINN,NA,11.43,yes,IWS_36693,HU4_26,HU8_130,EDU_55,Minnesota,451.763.278,DR_Stream,Glaciated,7.362,0,0,0
3053,HU12_14278,77639,03.05,03.05,NA,NA,1,80995375,48.071.638,-90.850.667,4.054.794.816,7.662.709.789,RON (WEST ROUND),NA,NA,yes,IWS_36579,HU4_26,HU8_130,EDU_55,Minnesota,1.735.372.489,DR_LakeStream,Glaciated,1.7737,754,0,754
3054,HU12_14278,130201,1.98,1.98,0,0,2,80995901,48.051.923,-90.824.688,4.581.808.188,1.022.336.589,SNIPE,NA,24.4,yes,IWS_36602,HU4_26,HU8_130,EDU_55,Minnesota,502.225.718,DR_LakeStream,Glaciated,1.7737,754,0,754
3055,HU12_14278,110729,2.2025,2.2025,137.885.822,6.885.684,2,4a30004f-96ce-4e55-83a0-f175ee01c03e,48.055.492,-90.799.104,3.344.258.741,1.080.851.799,CROSS BAY,NA,3.7,yes,IWS_36431,HU4_26,HU8_130,EDU_55,Minnesota,9.736.521.687,DR_LakeStream,Glaciated,1.7737,754,0,754
3056,HU12_14278,66286,3.205,3.205,431.335.137,134.581.946,2,80995619,48.058.276,-90.845.744,1.463.090.638,2.775.747.154,MISSING LINK,NA,7.6,yes,IWS_35899,HU4_26,HU8_130,EDU_55,Minnesota,5.573.236.864,DR_Stream,Glaciated,1.7737,754,0,754
3057,HU12_14278,2044,2.13,2.13,NA,NA,1,80995937,48.066.749,-90.806.705,4.682.901.309,5.321.883.652,HAM,NA,12.2,yes,IWS_37205,HU4_26,HU8_130,EDU_55,Minnesota,619.176.552,DR_LakeStream,Glaciated,1.7737,754,0,754
3058,HU12_14278,119027,5.18,5.18,NA,NA,1,80995299,48.070.167,-90.837.792,6.287.244.952,4.163.732.149,ROUND,NA,13.7,yes,IWS_36601,HU4_26,HU8_130,EDU_55,Minnesota,3.031.453.162,DR_LakeStream,Glaciated,1.7737,754,0,754
3059,HU12_14279,59047,1.52,1.52,NA,NA,1,120019156,47.999.286,-90.932.548,1.278.460.796,3.140.222.321,FENTE,NA,NA,yes,IWS_35958,HU4_26,HU8_130,EDU_55,Minnesota,4.546.872.542,DR_LakeStream,Glaciated,0,0,0,0
3060,HU12_14279,95349,2.13,2.13,NA,NA,1,120019167,47.983.742,-90.945.864,474.853.097,4.809.656.925,HUB,NA,6.096,yes,IWS_36282,HU4_26,HU8_130,EDU_55,Minnesota,1.826.605.168,DR_LakeStream,Glaciated,0,0,0,0
3061,HU12_14279,81883,3.2,3.2,NA,NA,1,80998999,47.946.692,-90.913.067,8.210.599.236,2.042.529.357,ZENITH,NA,NA,yes,IWS_37242,HU4_26,HU8_130,EDU_55,Minnesota,8.301.260.191,DR_LakeStream,Glaciated,0,0,0,0
3062,HU12_14279,139480,1.68,1.68,NA,NA,1,80997329,48.007.201,-90.941.965,2.221.895,5.539.926.852,WHIPPED,NA,NA,yes,IWS_35595,HU4_26,HU8_130,EDU_55,Minnesota,8.590.368.013,DR_LakeStream,Glaciated,0,0,0,0
3063,HU12_14279,54938,2.74,2.74,NA,NA,1,82aef511-96f9-4243-9541-0b8a7b201fc4,47.958.309,-90.928.243,1.119.546.226,1.926.428.935,HUG,NA,NA,yes,IWS_35849,HU4_26,HU8_130,EDU_55,Minnesota,3.510.045.895,DR_LakeStream,Glaciated,0,0,0,0
3064,HU12_14279,98449,3.81,3.81,NA,NA,1,80998535,47.967.827,-90.948.643,8.375.163.133,980.742.285,MESABA,NA,19.812,yes,IWS_36700,HU4_26,HU8_130,EDU_55,Minnesota,7.233.008.491,DR_LakeStream,Glaciated,0,0,0,0
3065,HU12_14280,114816,5.49,5.49,NA,NA,1,80996529,48.028.803,-90.930.371,1.548.539.416,2.836.808.717,TARRY,NA,NA,yes,IWS_36648,HU4_26,HU8_130,EDU_55,Minnesota,5.914.492.706,DR_LakeStream,Glaciated,0,0,0,0
3066,HU12_14280,56948,1.83,1.83,NA,NA,1,80995205,48.075.232,-90.892.515,1.528.623.948,3.697.487.335,FLYING,NA,NA,yes,IWS_35511,HU4_26,HU8_130,EDU_55,Minnesota,9.474.763.343,DR_Stream,Glaciated,0,0,0,0
3067,HU12_14280,94402,3.735,3.735,756.604.256,202.571.421,2,80996367,48.039.142,-90.930.842,972.494.638,1.366.544.735,CROOKED,NA,22.9,yes,IWS_37066,HU4_26,HU8_130,EDU_55,Minnesota,1.836.049.552,DR_LakeStream,Glaciated,0,0,0,0
3068,HU12_14280,20358,399.125,3.98,312.473.332,78.289.592,4,80996323,48.041.565,-90.882.716,3.190.930.872,1.853.030.466,TUSCARORA,NA,39.6,yes,IWS_36603,HU4_26,HU8_130,EDU_55,Minnesota,7.896.433.118,DR_LakeStream,Glaciated,0,0,0,0
3069,HU12_14280,45529,4.845,4.845,NA,NA,1,80995643,48.066.041,-9.094.656,4.841.536.143,3.975.007.067,FRENCH,NA,41.1,yes,IWS_35513,HU4_26,HU8_130,EDU_55,Minnesota,1.104.205.109,DR_LakeStream,Glaciated,0,0,0,0
3070,HU12_14280,44582,3.66,3.66,212.132.034,57.959.572,2,80996899,48.021.565,-90.941.344,8.658.224.902,147.134.867,MORA,NA,NA,yes,IWS_36919,HU4_26,HU8_130,EDU_55,Minnesota,9.627.596.218,DR_LakeStream,Glaciated,0,0,0,0
3071,HU12_14280,15160,2.74,2.74,NA,NA,1,80995425,48.071.669,-90.867.254,4.307.686.999,702.259.167,BRANDT,NA,24.4,yes,IWS_37465,HU4_26,HU8_130,EDU_55,Minnesota,3.125.482.131,DR_LakeStream,Glaciated,0,0,0,0
3072,HU12_14280,66297,3.66,3.66,NA,NA,1,80995739,48.057.469,-9.095.021,292.852.352,3.820.853.449,FERN,NA,19.812,yes,IWS_36696,HU4_26,HU8_130,EDU_55,Minnesota,7.228.286.841,DR_LakeStream,Glaciated,0,0,0,0
